pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID029,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules','[PSYCHO] / Foundations_and_Common_Factors / Psychoeducation_Modules',psychological / temporal perspective / time management / scheduling / *allocating time efficiently,*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,800.0,,800.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation','[PSYCHO] / Skills_Libraries / Stress_Management_and_Relaxation',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,800.0,,800.0
pseudoprofile_FTC_ID029,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,800.0,,800.0
pseudoprofile_FTC_ID029,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,800.0,,800.0
pseudoprofile_FTC_ID029,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',emotional / negative emotions / *compulsion,*compulsion,emotional / negative emotions / *compulsion,800.0,,800.0
pseudoprofile_FTC_ID029,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,780.0,,780.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,780.0,,780.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries','[PSYCHO] / Cognitive_Behavioral_Therapies / CBT_Skills_Training_Libraries',psychological / temporal perspective / time management / scheduling / *allocating time efficiently,*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,750.0,,750.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,750.0,,750.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,720.0,,720.0
pseudoprofile_FTC_ID029,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities','[BIO] / Movement_and_Bodywork / Aerobic_Movement_Modalities',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,700.0,,700.0
pseudoprofile_FTC_ID029,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments','[BIO] / Personalization_and_Monitoring / Self_Assessment_Instruments',psychological / temporal perspective / time management / scheduling / *allocating time efficiently,*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,700.0,,700.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Stress_Inoculation_and_Coping_Skills','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Stress_Inoculation_and_Coping_Skills',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,700.0,,700.0
pseudoprofile_FTC_ID029,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,680.0,,680.0
pseudoprofile_FTC_ID029,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities','[BIO] / Movement_and_Bodywork / Strength_and_Resistance_Modalities',psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,680.0,,680.0
