pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID036,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,860.0,,860.0
pseudoprofile_FTC_ID036,'[PSYCHO] > Humanistic_and_Experiential_Therapies > Emotion_Focused_Therapy','[PSYCHO] / Humanistic_and_Experiential_Therapies / Emotion_Focused_Therapy',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,860.0,,860.0
pseudoprofile_FTC_ID036,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Montages',infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,*spontaneous_shrugging,infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,850.0,,850.0
pseudoprofile_FTC_ID036,'[BIO] > Movement_and_Bodywork > Bodywork_and_Physical_Therapies','[BIO] / Movement_and_Bodywork / Bodywork_and_Physical_Therapies',infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,*spontaneous_shrugging,infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,850.0,,850.0
pseudoprofile_FTC_ID036,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation','[PSYCHO] / Skills_Libraries / Stress_Management_and_Relaxation',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,850.0,,850.0
pseudoprofile_FTC_ID036,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities','[BIO] / Movement_and_Bodywork / Mobility_MindBody_and_Somatic_Modalities',infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,*spontaneous_shrugging,infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,840.0,,840.0
pseudoprofile_FTC_ID036,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,840.0,,840.0
pseudoprofile_FTC_ID036,'[PSYCHO] > Brief_and_Motivational_Approaches > Solution_Focused_Brief_Therapy','[PSYCHO] / Brief_and_Motivational_Approaches / Solution_Focused_Brief_Therapy',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,820.0,,820.0
pseudoprofile_FTC_ID036,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities','[BIO] / Movement_and_Bodywork / Strength_and_Resistance_Modalities',infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,*spontaneous_shrugging,infancy / social_development / communication / gestures / shrugging / *spontaneous_shrugging,800.0,,800.0
pseudoprofile_FTC_ID036,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',emotional / negative emotions / *embarrassment,*embarrassment,emotional / negative emotions / *embarrassment,800.0,,800.0
